Jugadores,MIN,PTS,OREB,DREB,REB,AST,FP,PER,ROB,TAP,+/-,EFC,Team,Opp,Resultado,Game_URL,Fecha,Match_ID,Inicialistas,#_MADE,#_ATTEMPT,TCC,TCI,2PC,2PI,3PC,3PI,TLC,TLI
Mayra Caicedo,24.77,10.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,7.0,12.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,11.0,0.0,4.0,9.0,2.0,5.0,2.0,4.0,0.0,0.0
Jenifer Muñoz ,34.83,21.0,1.0,8.0,9.0,2.0,1.0,1.0,3.0,0.0,18.0,23.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,12.0,0.0,7.0,17.0,3.0,8.0,4.0,9.0,3.0,4.0
Lorena Hurtado,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-3.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,13.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Marlyn Vente ,16.85,6.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,15.0,9.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,14.0,0.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0
Estefania Andrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melisa Suaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Salguedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Pioneras de Delicias,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perla Hernandez,9.57,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,-4.0,-1.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,4.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0
Taiyier Parks ,13.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,-6.0,5.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,5.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Paulina Rodriguez,1.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniela Soto ,25.15,7.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,-11.0,3.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,10.0,0.0,3.0,11.0,2.0,7.0,1.0,4.0,0.0,0.0
Jazmin Valenzuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adriana Romero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waleska Perez ,31.57,4.0,1.0,6.0,7.0,3.0,2.0,5.0,2.0,0.0,-6.0,6.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,17.0,0.0,1.0,6.0,1.0,2.0,0.0,4.0,2.0,2.0
Abdi Xicontencatl ,17.27,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,18.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Camila Suarez ,34.57,27.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,-11.0,16.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,Sí,20.0,0.0,8.0,19.0,3.0,10.0,5.0,9.0,6.0,7.0
Karla Hernandez,14.22,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,-10.0,-3.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,21.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0
A'jah Davis,27.0,8.0,1.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,-7.0,11.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,25.0,0.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0
Alexia Lagunas,25.77,7.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,-11.0,8.0,Pioneras de Delicias,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118320-IND-PIO,28/SEPT/24,118320-IND-PIO,No,77.0,0.0,3.0,7.0,2.0,3.0,1.0,4.0,0.0,0.0
Fabiola Mendoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monica Aristondo,7.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,-1.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Silvia Vega,11.35,6.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,-3.0,8.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,9.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0
Maria Montero ,40.0,21.0,0.0,6.0,6.0,8.0,2.0,5.0,0.0,0.0,-8.0,21.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,10.0,0.0,6.0,13.0,5.0,8.0,1.0,5.0,8.0,10.0
Elisa Dominguez,3.32,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,11.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
Astrid Heredia,7.72,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,15.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Fatima Aviles,9.42,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,-2.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,16.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Guadalupe Vazquez ,16.12,3.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,-4.0,0.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,23.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0
Gabriela Alfaro,10.48,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-10.0,2.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,24.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0
Brandi Harvey-Carr ,24.28,13.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,-17.0,11.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,44.0,0.0,6.0,9.0,6.0,9.0,0.0,0.0,1.0,3.0
Anisleidy Galindo ,40.0,23.0,2.0,8.0,10.0,4.0,3.0,6.0,1.0,0.0,-8.0,19.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,56.0,0.0,8.0,18.0,3.0,9.0,5.0,9.0,2.0,5.0
Rachel Contreras ,30.22,10.0,2.0,6.0,8.0,0.0,5.0,2.0,0.0,1.0,5.0,12.0,Salvadorenas B.C.,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,87.0,0.0,3.0,8.0,1.0,4.0,2.0,4.0,2.0,2.0
Ameela Li,27.4,10.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,-6.0,8.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,1.0,0.0,3.0,9.0,2.0,5.0,1.0,4.0,3.0,4.0
Danielle Robinson ,32.43,13.0,0.0,5.0,5.0,5.0,1.0,2.0,0.0,0.0,13.0,14.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,3.0,0.0,4.0,10.0,4.0,8.0,0.0,2.0,5.0,6.0
Kamilah Jackson ,15.58,5.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,5.0,0.0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0
Aquira Decosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Bennett,12.7,0.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,-14.0,1.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,12.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
Jazmine Jackson,26.12,2.0,0.0,5.0,5.0,4.0,3.0,1.0,2.0,0.0,3.0,10.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,15.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0
Faatimah A ,21.08,6.0,3.0,4.0,7.0,1.0,2.0,0.0,3.0,0.0,5.0,15.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,22.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0
Aliyah Collier ,27.27,22.0,2.0,5.0,7.0,0.0,4.0,4.0,3.0,1.0,16.0,16.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,24.0,0.0,7.0,18.0,7.0,13.0,0.0,5.0,8.0,10.0
Rebecca Harris ,33.68,28.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,23.0,26.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,Sí,30.0,0.0,9.0,13.0,3.0,4.0,6.0,9.0,4.0,6.0
Emer Nichols,3.73,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,5.0,Phoenix,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118321-SAL-BAP,28/SEPT/24,118321-SAL-BAP,No,32.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
Daihana Murillo ,27.37,1.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,-15.0,0.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0
Yuliany Paz ,24.43,4.0,5.0,4.0,9.0,0.0,4.0,4.0,1.0,1.0,6.0,3.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,6.0,0.0,1.0,7.0,1.0,7.0,0.0,0.0,2.0,4.0
Laura Ramirez,7.17,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Carolina Lopez ,25.48,8.0,0.0,4.0,4.0,5.0,0.0,4.0,2.0,0.0,-5.0,7.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,8.0,0.0,4.0,12.0,4.0,10.0,0.0,2.0,0.0,0.0
Valentina Lopez ,31.55,9.0,1.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,-1.0,6.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,10.0,0.0,2.0,7.0,1.0,2.0,1.0,5.0,4.0,5.0
Mayra Caicedo,22.15,13.0,0.0,6.0,6.0,3.0,3.0,2.0,2.0,0.0,14.0,13.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,11.0,0.0,5.0,14.0,2.0,7.0,3.0,7.0,0.0,0.0
Jenifer Muñoz ,36.52,12.0,1.0,10.0,11.0,0.0,2.0,1.0,2.0,2.0,-6.0,19.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,12.0,0.0,4.0,11.0,3.0,8.0,1.0,3.0,3.0,3.0
Lorena Hurtado,3.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,-1.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlyn Vente,22.22,4.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,1.0,-2.0,4.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,14.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,2.0
Estefania Andrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melisa Suaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Salguedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ameela Li ,33.48,11.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,0.0,10.0,4.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,1.0,0.0,5.0,19.0,4.0,11.0,1.0,8.0,0.0,0.0
Danielle Robinson ,32.42,4.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,-5.0,-2.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,3.0,0.0,1.0,9.0,1.0,9.0,0.0,0.0,2.0,4.0
Kamilah Jackson ,14.78,2.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,5.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Aquira Decosta,6.73,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,-9.0,2.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,10.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0
Mo Bennett,12.23,2.0,2.0,3.0,5.0,1.0,4.0,1.0,2.0,0.0,-5.0,7.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,12.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Jazmine Jackson,23.75,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,15.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,2.0
Faatimah A,14.3,4.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,-2.0,4.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,22.0,0.0,2.0,7.0,2.0,6.0,0.0,1.0,0.0,0.0
Aliyah Collier ,27.93,12.0,3.0,5.0,8.0,3.0,0.0,4.0,4.0,2.0,7.0,16.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,24.0,0.0,4.0,12.0,4.0,8.0,0.0,4.0,4.0,5.0
Rebecca Harris ,34.37,15.0,3.0,9.0,12.0,0.0,2.0,2.0,1.0,1.0,6.0,21.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,Sí,30.0,0.0,7.0,13.0,6.0,8.0,1.0,5.0,0.0,0.0
Emer Nichols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phoenix,Indeportes Antioquia,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118322-IND-BAP,29/SEPT/24,118322-IND-BAP,No,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perla Hernandez ,24.35,3.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,10.0,4.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,4.0,0.0,1.0,5.0,1.0,2.0,0.0,3.0,1.0,3.0
Taiyier Parks ,19.37,6.0,1.0,8.0,9.0,2.0,3.0,5.0,0.0,0.0,4.0,10.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,5.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0
Paulina Rodriguez,24.63,8.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,7.0,0.0,3.0,11.0,1.0,5.0,2.0,6.0,0.0,0.0
Daniela Soto,23.05,6.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,7.0,2.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,10.0,0.0,2.0,8.0,2.0,5.0,0.0,3.0,2.0,2.0
Jazmin Valenzuela ,26.05,13.0,3.0,3.0,6.0,0.0,3.0,1.0,1.0,0.0,15.0,11.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,14.0,0.0,5.0,11.0,5.0,9.0,0.0,2.0,3.0,5.0
Adriana Romero,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,16.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Waleska Perez ,6.27,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,17.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0
Abdi Xicontencatl ,24.98,2.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,0.0,4.0,2.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,Sí,18.0,0.0,1.0,7.0,1.0,3.0,0.0,4.0,0.0,0.0
Camila Suarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karla Hernandez,13.27,4.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,Pioneras de Delicias,Salvadorenas B.C.,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/118323-PIO-SAL,29/SEPT/24,118323-PIO-SAL,No,21.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0
